student_id,age,gender,city,state,branch,year_of_study,cgpa,daily_study_hours,daily_screen_time_hours,daily_chatgpt_usage_hours,daily_coding_hours,favorite_ai_tool,ai_dependency_level,productivity_score,stress_level,sleep_hours,placement_status,expected_salary_lpa,internet_quality,preferred_programming_language,mental_wellbeing_score,ai_replaceability_fear
STU04585,27,Female,Delhi,Telangana,CSE,1,7.21,1.4,6.4,5.7,2.8,Perplexity,Medium,61,2,4.6,Not Placed,12.73,Excellent,Java,89,1
STU04586,26,Male,Nagpur,West Bengal,AI/ML,3,8.99,5.5,3.8,4.6,2.5,ChatGPT,Low,40,5,7.8,Not Placed,12.17,Good,Java,96,1
STU04587,24,Male,Pune,Telangana,ENTC,1,6.64,1.7,7.7,3.5,0.6,ChatGPT,Low,47,10,6.9,Placed,19.93,Excellent,C++,83,6
STU04588,19,Female,Mumbai,Delhi,CSE,3,9.72,7.9,4.7,1.4,8.7,Gemini,High,65,10,8.7,Internship,14.98,Average,Java,87,8
STU04589,28,Male,Chennai,Maharashtra,CSE,3,9.65,7.9,11.6,3.5,4.2,Gemini,High,80,2,5.9,Not Placed,7.88,Good,C++,71,4
STU04590,23,Male,Ahmedabad,Maharashtra,Mechanical,3,7.26,6.1,7.2,4.3,7.8,GitHub Copilot,High,78,4,5.2,Placed,24.35,Excellent,Java,88,8
STU04591,20,Female,Ahmedabad,Karnataka,IT,2,6.17,8.8,11.1,5.4,1.2,GitHub Copilot,Low,64,3,7.8,Placed,25.25,Poor,Java,81,2
STU04592,19,Male,Kolkata,Karnataka,CSE,3,6.14,8.1,10.8,5.3,4.0,Claude,Medium,61,6,7.6,Placed,34.59,Average,Java,66,7
STU04593,24,Female,Chennai,West Bengal,Mechanical,1,8.9,7.8,13.5,3.5,3.8,GitHub Copilot,Low,40,1,7.6,Not Placed,14.34,Excellent,C++,85,9
STU04594,17,Female,Kolkata,Delhi,ENTC,4,7.19,5.8,5.4,5.0,4.8,Perplexity,High,90,9,5.0,Not Placed,12.7,Excellent,C++,96,1
STU04595,20,Male,Pune,Karnataka,IT,3,9.84,9.4,11.3,6.2,8.8,Claude,Medium,75,6,6.0,Placed,22.52,Good,JavaScript,33,6
STU04596,19,Male,Mumbai,Telangana,Electrical,4,9.34,3.9,2.5,3.1,2.5,ChatGPT,High,98,10,5.4,Internship,30.14,Good,Python,98,9
STU04597,19,Male,Hyderabad,Telangana,CSE,1,6.22,4.2,7.2,5.4,8.2,Claude,Medium,89,10,7.1,Placed,31.16,Good,Python,45,10
STU04598,25,Female,Kolkata,West Bengal,Electrical,1,9.34,9.1,5.8,0.5,4.3,Claude,High,95,6,8.1,Internship,15.84,Average,JavaScript,32,3
STU04599,18,Male,Mumbai,Karnataka,AI/ML,1,7.11,10.0,3.6,7.5,7.2,ChatGPT,Medium,77,6,5.9,Placed,8.68,Excellent,C++,50,6
STU04600,28,Male,Ahmedabad,West Bengal,IT,2,5.82,6.0,3.7,0.3,5.6,ChatGPT,Low,55,10,8.9,Not Placed,19.6,Excellent,C++,78,9
STU04601,28,Female,Hyderabad,Telangana,CSE,3,7.73,6.3,12.4,6.0,6.0,Perplexity,Medium,68,6,6.5,Internship,24.75,Average,Python,81,10
STU04602,21,Female,Hyderabad,Delhi,ENTC,2,6.12,6.1,3.0,2.2,7.3,Claude,Low,63,2,8.4,Placed,34.5,Average,Python,100,8
STU04603,19,Female,Kolkata,Telangana,Electrical,2,9.18,2.4,10.8,3.8,3.3,GitHub Copilot,Low,77,8,8.8,Not Placed,6.26,Poor,JavaScript,85,4
STU04604,18,Female,Ahmedabad,Karnataka,Civil,1,9.22,9.1,7.7,3.4,3.5,Claude,High,87,8,6.2,Placed,4.44,Average,Python,92,1
STU04605,24,Female,Kolkata,Maharashtra,AI/ML,2,8.3,6.1,3.5,3.0,1.4,GitHub Copilot,High,87,9,8.2,Not Placed,31.11,Excellent,JavaScript,97,8
STU04606,19,Female,Delhi,Gujarat,Electrical,3,9.25,5.9,13.9,2.8,2.9,Claude,Low,82,1,7.0,Placed,9.07,Good,JavaScript,77,2
STU04607,28,Male,Bangalore,Delhi,Civil,3,6.09,8.6,7.2,5.9,5.8,ChatGPT,Medium,97,3,7.5,Not Placed,30.89,Poor,C++,65,6
STU04608,21,Female,Nagpur,Karnataka,Electrical,2,6.52,1.7,7.5,5.8,6.5,GitHub Copilot,High,74,2,5.3,Internship,14.93,Good,C++,30,10
STU04609,20,Male,Ahmedabad,Delhi,ENTC,4,8.69,7.6,4.8,5.7,6.3,Gemini,High,90,2,6.7,Not Placed,11.77,Good,JavaScript,81,1
STU04610,24,Female,Mumbai,Telangana,Electrical,2,5.82,1.4,4.4,1.5,0.3,ChatGPT,Low,42,5,5.8,Not Placed,34.91,Excellent,Java,39,2
STU04611,18,Female,Hyderabad,West Bengal,AI/ML,4,7.04,3.1,4.8,5.9,3.7,GitHub Copilot,High,74,5,7.4,Placed,21.06,Good,C++,82,9
STU04612,28,Female,Nagpur,West Bengal,ENTC,4,8.54,9.8,10.2,2.2,4.7,ChatGPT,High,42,6,7.6,Not Placed,5.64,Poor,Java,47,6
STU04613,18,Male,Chennai,Tamil Nadu,Civil,1,7.4,7.5,3.5,6.5,7.5,ChatGPT,High,89,6,7.8,Internship,16.89,Poor,C++,36,1
STU04614,17,Female,Mumbai,Gujarat,ENTC,4,8.38,5.9,9.5,0.6,4.3,Gemini,Medium,71,7,5.6,Not Placed,13.81,Average,C++,100,10
STU04615,28,Female,Pune,Delhi,Civil,4,5.84,7.0,8.0,5.1,8.1,Perplexity,Low,80,4,7.1,Placed,24.8,Average,JavaScript,37,10
STU04616,21,Male,Nagpur,Telangana,AI/ML,4,9.35,6.5,6.2,1.1,7.2,Claude,High,55,8,5.2,Placed,6.23,Excellent,Java,59,3
STU04617,21,Male,Mumbai,Maharashtra,IT,2,6.5,4.7,6.1,1.7,1.3,Perplexity,Medium,72,8,6.2,Placed,17.93,Average,C++,87,1
STU04618,21,Male,Bangalore,Maharashtra,AI/ML,3,6.14,5.3,7.3,6.5,0.3,Gemini,High,99,7,4.3,Placed,34.29,Excellent,Python,90,4
STU04619,21,Male,Chennai,Telangana,AI/ML,2,7.76,3.0,5.9,7.8,0.1,ChatGPT,Low,58,8,6.6,Not Placed,19.39,Excellent,JavaScript,80,5
STU04620,20,Male,Nagpur,Karnataka,Civil,4,7.73,5.6,7.9,6.8,4.0,Gemini,Medium,44,6,9.0,Internship,33.46,Poor,C++,43,10
STU04621,28,Male,Delhi,West Bengal,ENTC,2,9.87,2.9,5.3,3.9,4.8,GitHub Copilot,Low,81,6,5.2,Internship,16.18,Average,Python,90,2
STU04622,19,Female,Nagpur,Gujarat,CSE,4,9.71,8.3,13.2,0.7,1.7,Claude,High,72,5,8.3,Internship,27.51,Average,C++,46,4
STU04623,22,Male,Delhi,Maharashtra,AI/ML,3,8.8,6.3,9.2,4.2,1.2,Gemini,Medium,47,8,8.6,Placed,31.02,Average,Java,58,6
STU04624,23,Male,Ahmedabad,Tamil Nadu,CSE,2,6.14,1.2,4.5,6.1,1.0,ChatGPT,Low,73,1,6.7,Not Placed,14.87,Excellent,C++,85,3
STU04625,20,Male,Pune,West Bengal,IT,4,8.53,2.6,6.0,7.3,1.1,ChatGPT,Medium,72,2,5.9,Not Placed,22.47,Excellent,JavaScript,52,2
STU04626,25,Male,Hyderabad,Telangana,Electrical,3,5.72,6.8,6.0,2.8,2.2,GitHub Copilot,Low,45,5,8.5,Placed,21.15,Average,C++,58,3
STU04627,24,Male,Chennai,Tamil Nadu,Mechanical,1,5.65,6.2,6.3,4.9,4.6,Gemini,Medium,75,4,5.8,Placed,28.02,Excellent,C++,88,9
STU04628,20,Male,Bangalore,Tamil Nadu,CSE,3,8.84,7.6,6.9,3.6,2.3,Perplexity,Medium,61,4,5.0,Internship,8.79,Good,C++,58,6
STU04629,27,Female,Pune,Gujarat,Electrical,2,8.38,9.9,2.4,7.2,1.7,ChatGPT,Low,98,7,6.6,Internship,10.03,Poor,C++,53,8
STU04630,17,Male,Bangalore,West Bengal,AI/ML,1,9.64,1.8,4.0,5.4,4.0,GitHub Copilot,Low,46,5,5.5,Placed,14.73,Poor,Python,80,8
STU04631,24,Male,Hyderabad,Tamil Nadu,CSE,3,7.67,3.5,2.6,1.8,5.5,Gemini,Medium,78,10,4.4,Internship,32.52,Poor,JavaScript,70,10
STU04632,24,Female,Bangalore,Delhi,Electrical,1,9.68,3.4,12.7,3.5,3.5,ChatGPT,Medium,69,3,8.8,Placed,14.25,Average,C++,51,3
STU04633,25,Male,Delhi,Telangana,Electrical,4,7.76,7.8,11.4,0.7,5.6,Claude,Medium,94,10,4.7,Placed,20.44,Excellent,C++,78,5
STU04634,28,Male,Mumbai,Maharashtra,Electrical,1,6.06,6.5,8.5,0.3,3.2,ChatGPT,High,85,9,5.4,Placed,31.14,Average,Java,65,2
STU04635,23,Female,Delhi,Telangana,IT,4,9.68,8.8,12.2,4.5,6.0,Gemini,Medium,41,4,6.2,Not Placed,15.15,Excellent,Java,76,10
STU04636,26,Male,Pune,Delhi,ENTC,4,5.57,3.7,12.8,1.8,1.1,GitHub Copilot,High,74,9,9.0,Placed,20.5,Poor,Python,64,10
STU04637,22,Female,Ahmedabad,Delhi,ENTC,2,8.31,3.2,3.1,4.5,3.5,Claude,High,41,5,7.4,Internship,10.87,Good,Python,55,10
STU04638,26,Male,Hyderabad,Delhi,CSE,1,7.6,7.8,6.7,7.6,1.0,ChatGPT,High,53,9,4.4,Internship,12.09,Poor,C++,97,9
STU04639,25,Female,Hyderabad,Delhi,AI/ML,4,6.45,6.1,10.8,3.0,8.2,Gemini,High,45,6,7.2,Internship,33.13,Average,JavaScript,48,6
STU04640,18,Female,Chennai,Gujarat,CSE,2,8.15,5.3,3.8,4.6,6.7,Claude,Low,52,10,8.1,Internship,3.35,Good,JavaScript,60,8
STU04641,26,Male,Ahmedabad,Tamil Nadu,IT,3,7.63,8.8,10.7,4.5,8.5,ChatGPT,High,99,5,6.7,Not Placed,16.03,Average,JavaScript,46,5
STU04642,19,Female,Pune,West Bengal,CSE,1,7.92,8.7,5.1,4.9,4.9,GitHub Copilot,Low,64,4,4.7,Not Placed,30.12,Good,JavaScript,55,2
STU04643,20,Female,Bangalore,Gujarat,Civil,3,9.44,4.4,8.8,2.8,5.6,ChatGPT,High,89,3,4.2,Internship,24.97,Good,C++,80,8
STU04644,25,Female,Delhi,Telangana,Mechanical,1,8.0,6.8,7.3,2.5,3.7,GitHub Copilot,High,44,9,7.8,Internship,17.13,Excellent,Python,34,10
STU04645,28,Male,Bangalore,West Bengal,Electrical,1,7.99,6.8,13.1,7.7,0.8,ChatGPT,High,75,10,5.7,Placed,7.3,Good,Python,56,6
STU04646,17,Female,Bangalore,West Bengal,AI/ML,4,7.97,7.9,11.9,6.5,5.7,GitHub Copilot,Medium,63,2,4.5,Not Placed,12.48,Good,Python,66,8
STU04647,21,Male,Mumbai,Tamil Nadu,Electrical,2,8.38,3.1,5.5,2.6,7.1,Claude,Low,82,3,4.6,Not Placed,20.91,Excellent,Python,73,9
STU04648,25,Male,Chennai,Delhi,AI/ML,4,5.95,1.2,5.8,2.6,0.7,ChatGPT,Medium,40,9,7.4,Placed,28.75,Excellent,C++,77,4
STU04649,25,Female,Mumbai,Tamil Nadu,Mechanical,3,5.69,1.4,3.3,4.5,4.0,Claude,Low,63,8,7.2,Placed,6.46,Poor,Python,42,6
STU04650,26,Male,Pune,Karnataka,Electrical,3,9.05,7.4,13.1,0.4,3.1,Gemini,Medium,98,1,7.3,Internship,33.55,Good,Java,71,7
STU04651,20,Female,Hyderabad,Tamil Nadu,Electrical,4,7.84,6.8,8.0,6.0,0.2,Claude,High,97,2,8.3,Placed,26.47,Excellent,Python,59,1
STU04652,24,Female,Kolkata,Gujarat,Electrical,1,8.12,3.4,10.1,0.4,3.7,Claude,Low,47,3,6.3,Internship,22.32,Good,Python,100,6
STU04653,23,Male,Kolkata,Tamil Nadu,IT,3,6.44,9.3,2.8,3.4,2.6,Claude,Low,94,5,7.4,Internship,5.33,Good,JavaScript,71,5
STU04654,19,Female,Delhi,Karnataka,IT,3,8.8,2.7,8.2,4.2,8.2,Gemini,Low,57,8,6.4,Internship,4.9,Excellent,C++,46,3
STU04655,20,Female,Nagpur,Telangana,AI/ML,2,5.74,4.7,12.5,2.5,7.3,Gemini,Low,94,10,7.3,Internship,3.42,Average,JavaScript,78,2
STU04656,17,Female,Chennai,Karnataka,IT,3,7.7,1.8,5.7,6.6,5.9,Perplexity,Medium,72,10,6.9,Internship,4.98,Poor,Python,51,2
STU04657,20,Male,Mumbai,Maharashtra,AI/ML,1,7.93,6.1,3.9,2.5,3.9,Claude,Medium,40,6,7.9,Placed,27.28,Excellent,Python,100,2
STU04658,22,Female,Delhi,Karnataka,ENTC,4,7.46,2.7,11.4,6.5,4.3,ChatGPT,Medium,51,4,5.5,Internship,16.74,Average,C++,62,8
STU04659,20,Female,Ahmedabad,Delhi,AI/ML,3,7.69,4.1,9.8,6.4,5.8,Gemini,Low,66,5,8.2,Not Placed,6.41,Good,C++,66,3
STU04660,18,Male,Bangalore,Gujarat,AI/ML,4,8.94,2.4,5.7,4.1,6.7,Claude,High,62,8,7.3,Placed,11.92,Excellent,Java,82,10
STU04661,24,Male,Delhi,Delhi,Mechanical,2,7.7,1.2,9.6,7.2,0.9,GitHub Copilot,High,53,1,4.6,Not Placed,15.28,Good,Java,47,10
STU04662,18,Male,Hyderabad,Tamil Nadu,Electrical,4,6.68,7.9,6.3,7.8,2.4,Gemini,Medium,50,1,7.8,Not Placed,8.29,Average,C++,61,4
STU04663,19,Male,Ahmedabad,Tamil Nadu,Civil,3,7.72,6.8,11.7,2.7,5.2,Perplexity,High,46,10,7.3,Placed,33.04,Poor,C++,90,3
STU04664,21,Male,Chennai,Delhi,IT,2,5.51,2.4,11.0,1.5,3.0,Perplexity,Low,84,3,8.1,Placed,22.35,Good,Java,31,2
STU04665,25,Female,Mumbai,Telangana,AI/ML,3,7.8,5.7,6.2,3.2,5.0,GitHub Copilot,High,85,9,8.6,Internship,29.17,Good,C++,40,4
STU04666,18,Male,Pune,West Bengal,CSE,1,5.61,7.4,10.4,2.7,6.6,Claude,Low,55,5,8.2,Internship,12.19,Excellent,C++,72,8
STU04667,21,Female,Bangalore,Tamil Nadu,ENTC,4,5.78,5.3,11.7,5.0,2.0,Gemini,Medium,55,8,8.1,Placed,33.61,Average,JavaScript,95,8
STU04668,23,Male,Ahmedabad,Gujarat,ENTC,4,9.8,3.6,8.6,6.0,8.4,ChatGPT,Low,69,7,7.7,Placed,4.58,Poor,C++,100,9
STU04669,28,Female,Pune,Maharashtra,IT,2,8.6,1.1,11.1,7.3,7.2,ChatGPT,High,43,4,6.5,Placed,17.07,Excellent,C++,36,10
STU04670,24,Male,Chennai,Delhi,ENTC,2,8.22,9.5,6.4,1.5,8.5,Gemini,Medium,100,1,4.0,Placed,19.37,Good,C++,44,2
STU04671,26,Male,Hyderabad,West Bengal,AI/ML,4,9.12,1.5,4.6,5.5,8.9,GitHub Copilot,High,73,6,5.9,Internship,13.52,Good,Java,37,7
STU04672,23,Male,Pune,Gujarat,Mechanical,3,9.34,1.5,12.9,4.1,2.2,Claude,High,71,9,4.2,Not Placed,32.21,Poor,JavaScript,31,9
STU04673,17,Male,Kolkata,Tamil Nadu,Electrical,3,7.52,5.5,3.1,6.5,1.6,GitHub Copilot,Low,42,3,4.5,Not Placed,22.7,Average,C++,77,9
STU04674,18,Male,Ahmedabad,Gujarat,AI/ML,2,7.25,4.7,10.9,6.1,0.2,Perplexity,High,63,9,5.8,Not Placed,22.73,Excellent,Java,77,7
STU04675,17,Male,Chennai,West Bengal,IT,1,8.16,2.9,7.3,6.9,6.4,Perplexity,High,43,2,6.8,Not Placed,10.26,Good,C++,59,6
STU04676,17,Male,Nagpur,Tamil Nadu,Mechanical,4,9.07,7.1,4.5,6.8,7.1,Gemini,Low,73,10,5.5,Internship,8.81,Good,Java,33,3
STU04677,17,Female,Kolkata,West Bengal,ENTC,3,7.52,9.1,7.7,6.2,4.0,Perplexity,Low,65,7,8.5,Internship,26.4,Excellent,Java,42,3
STU04678,18,Male,Pune,Telangana,Mechanical,2,6.86,8.4,2.8,5.0,5.2,Perplexity,Low,51,2,8.2,Placed,16.04,Average,JavaScript,98,5
STU04679,22,Female,Kolkata,Delhi,ENTC,4,8.53,6.9,2.5,2.9,5.3,Perplexity,High,78,3,7.0,Placed,3.52,Poor,Java,71,8
STU04680,17,Male,Mumbai,West Bengal,AI/ML,4,6.59,5.4,10.1,4.9,3.3,GitHub Copilot,Medium,67,1,4.5,Placed,12.41,Average,JavaScript,69,4
STU04681,26,Male,Mumbai,West Bengal,ENTC,3,5.57,3.6,9.0,1.1,2.4,Gemini,Low,84,5,6.9,Internship,14.28,Good,C++,33,4
STU04682,19,Male,Ahmedabad,Delhi,Civil,3,8.69,5.8,4.7,6.5,1.8,Claude,Medium,73,7,6.3,Placed,8.39,Poor,JavaScript,70,1
STU04683,20,Male,Delhi,Karnataka,AI/ML,4,7.59,7.2,6.6,3.9,7.3,ChatGPT,High,45,8,7.7,Not Placed,11.98,Average,JavaScript,62,10
STU04684,21,Female,Ahmedabad,Gujarat,AI/ML,2,7.7,8.5,5.8,6.9,4.2,GitHub Copilot,Low,90,7,8.0,Placed,22.66,Average,C++,69,2
STU04685,26,Male,Delhi,Gujarat,IT,1,6.5,2.1,5.5,0.3,2.4,Perplexity,High,89,7,8.2,Placed,22.12,Poor,Python,82,8
STU04686,28,Female,Ahmedabad,Maharashtra,Mechanical,1,7.41,3.9,6.9,1.3,2.0,ChatGPT,Low,61,1,5.0,Not Placed,28.78,Poor,JavaScript,40,2
STU04687,19,Female,Kolkata,Telangana,AI/ML,1,9.17,6.0,2.2,0.1,1.0,Claude,High,45,7,4.8,Internship,34.77,Good,Java,98,6
STU04688,27,Male,Delhi,Maharashtra,IT,4,7.46,4.3,2.5,0.6,3.6,GitHub Copilot,Low,57,5,4.8,Not Placed,21.63,Excellent,C++,43,10
STU04689,24,Male,Nagpur,Maharashtra,AI/ML,4,9.16,2.2,5.0,6.2,5.2,ChatGPT,High,48,2,7.1,Internship,16.07,Poor,Python,87,3
STU04690,26,Male,Ahmedabad,Maharashtra,Electrical,2,6.58,9.9,7.6,5.8,6.9,GitHub Copilot,High,62,6,8.3,Not Placed,32.1,Good,JavaScript,34,1
STU04691,25,Female,Chennai,Delhi,Electrical,4,6.56,4.2,4.9,2.5,3.6,GitHub Copilot,Medium,87,3,5.2,Not Placed,7.84,Poor,Python,42,2
STU04692,19,Female,Nagpur,West Bengal,Civil,1,6.25,4.7,5.3,1.9,8.4,Claude,Medium,65,8,6.2,Placed,23.91,Good,JavaScript,83,1
STU04693,17,Male,Nagpur,Telangana,CSE,4,8.42,2.1,5.0,5.2,3.6,Perplexity,Low,99,3,7.9,Internship,3.98,Excellent,Java,35,4
STU04694,21,Male,Hyderabad,Gujarat,Civil,2,8.92,3.9,8.3,2.6,6.4,Gemini,Medium,91,8,8.4,Not Placed,32.14,Average,Python,65,9
STU04695,26,Female,Delhi,Telangana,IT,1,9.77,5.0,10.7,3.8,1.8,Claude,Low,54,7,5.5,Internship,15.87,Poor,C++,49,2
STU04696,27,Male,Nagpur,Delhi,ENTC,3,5.66,9.8,2.7,7.9,5.2,Claude,Medium,83,1,5.3,Placed,19.72,Average,C++,95,8
STU04697,25,Female,Chennai,Delhi,Civil,2,9.28,3.3,12.0,4.6,2.1,Claude,Low,65,2,6.9,Not Placed,29.93,Average,Java,81,3
STU04698,18,Male,Mumbai,Delhi,Mechanical,3,6.44,9.5,6.1,7.0,4.1,Gemini,Medium,59,7,4.9,Internship,25.42,Good,C++,64,8
STU04699,27,Female,Ahmedabad,Telangana,AI/ML,4,7.89,8.7,11.5,3.7,2.2,Claude,Low,53,6,5.4,Internship,15.16,Average,C++,46,4
STU04700,20,Male,Chennai,Delhi,ENTC,1,7.43,7.8,6.7,5.5,4.4,ChatGPT,Low,48,10,5.4,Internship,13.8,Excellent,Python,79,3
STU04701,25,Male,Nagpur,Karnataka,IT,1,7.06,6.0,8.1,7.5,6.8,Gemini,Low,78,2,6.6,Not Placed,6.22,Poor,C++,71,2
STU04702,26,Male,Nagpur,Gujarat,IT,4,9.08,8.8,8.0,5.1,0.1,ChatGPT,High,49,6,5.6,Internship,30.82,Excellent,Java,71,7
STU04703,27,Female,Kolkata,West Bengal,AI/ML,2,6.31,8.2,9.4,0.7,5.2,GitHub Copilot,Medium,48,10,6.3,Internship,20.94,Average,Java,39,5
STU04704,23,Female,Chennai,Tamil Nadu,IT,4,7.63,6.9,4.6,6.4,4.2,Claude,High,87,1,8.6,Internship,28.11,Average,C++,47,8
STU04705,20,Male,Ahmedabad,Delhi,ENTC,4,8.26,8.4,9.9,2.6,4.0,GitHub Copilot,Medium,84,7,5.5,Internship,5.56,Average,Python,38,9
STU04706,18,Male,Ahmedabad,Delhi,IT,4,8.87,9.8,14.0,2.8,5.0,GitHub Copilot,Low,71,9,6.9,Not Placed,13.88,Average,Python,44,10
STU04707,19,Male,Bangalore,Gujarat,CSE,1,8.53,7.4,10.0,7.2,1.6,ChatGPT,Low,47,2,4.7,Internship,9.69,Good,Java,66,6
STU04708,26,Female,Hyderabad,Delhi,IT,2,6.83,3.0,8.0,1.9,0.0,ChatGPT,Medium,47,3,7.2,Not Placed,10.43,Average,Java,72,6
STU04709,19,Male,Pune,Tamil Nadu,Civil,1,8.79,9.5,9.6,7.5,2.7,GitHub Copilot,Medium,46,8,5.5,Placed,26.16,Poor,JavaScript,42,8
STU04710,26,Male,Bangalore,Telangana,CSE,1,6.77,4.6,4.3,5.5,5.1,Gemini,High,83,10,7.8,Internship,4.18,Poor,Python,56,6
STU04711,20,Female,Chennai,Tamil Nadu,IT,1,9.01,4.8,3.1,4.8,2.7,Gemini,Low,69,4,6.6,Placed,7.39,Average,C++,98,4
STU04712,22,Female,Delhi,Tamil Nadu,Electrical,1,8.13,3.0,7.6,2.1,7.7,Claude,Low,72,3,4.8,Not Placed,21.08,Poor,Python,46,2
STU04713,23,Female,Bangalore,Gujarat,CSE,1,8.26,9.1,9.0,2.7,3.7,Gemini,Low,98,6,5.5,Not Placed,22.26,Poor,C++,98,7
STU04714,21,Male,Bangalore,West Bengal,CSE,4,9.89,4.8,11.1,6.1,6.0,GitHub Copilot,High,44,1,6.6,Not Placed,17.36,Poor,Python,82,3
STU04715,19,Male,Kolkata,Gujarat,ENTC,1,7.35,8.0,7.1,5.9,6.5,Gemini,Medium,76,2,7.0,Not Placed,24.18,Average,Java,62,4
STU04716,28,Female,Bangalore,Delhi,AI/ML,4,7.06,5.5,7.9,2.0,8.2,Gemini,High,96,1,5.6,Not Placed,34.12,Excellent,C++,61,10
STU04717,25,Male,Mumbai,Telangana,AI/ML,3,5.53,9.7,13.0,5.1,2.0,Claude,Medium,71,8,7.8,Internship,16.8,Average,C++,49,7
STU04718,23,Male,Pune,Telangana,CSE,1,5.66,1.6,6.9,2.2,7.3,Gemini,Low,46,4,7.4,Internship,34.01,Average,Java,88,2
STU04719,18,Female,Pune,Delhi,IT,2,6.62,8.0,2.9,6.6,1.9,GitHub Copilot,Medium,97,8,8.3,Not Placed,16.31,Good,Python,54,2
STU04720,28,Male,Pune,Karnataka,AI/ML,4,9.79,9.7,13.6,1.0,4.4,Claude,Medium,59,4,7.3,Internship,14.94,Good,Java,48,7
STU04721,20,Male,Nagpur,Telangana,Mechanical,3,9.54,7.3,4.7,4.9,1.1,Perplexity,Medium,41,3,8.5,Placed,24.32,Good,Python,85,3
STU04722,18,Male,Mumbai,Gujarat,Electrical,4,7.94,1.7,9.1,7.4,0.2,Gemini,High,63,4,7.7,Placed,24.15,Excellent,C++,67,6
STU04723,18,Female,Delhi,Gujarat,Mechanical,4,7.05,8.8,9.2,4.4,6.8,Perplexity,High,78,2,5.4,Not Placed,7.65,Excellent,Python,46,8
STU04724,23,Female,Chennai,Karnataka,Electrical,3,9.72,4.7,10.1,4.7,4.7,Gemini,Low,46,9,9.0,Placed,30.88,Excellent,Java,60,9
STU04725,25,Female,Ahmedabad,Gujarat,Mechanical,1,5.96,7.7,2.3,6.6,2.4,Perplexity,Medium,78,5,6.2,Not Placed,5.42,Good,Python,89,9
STU04726,22,Male,Mumbai,Gujarat,CSE,3,8.74,9.3,8.4,4.1,6.0,ChatGPT,Low,46,4,6.6,Internship,25.79,Poor,Python,48,9
STU04727,17,Female,Hyderabad,Tamil Nadu,Electrical,3,9.73,8.3,11.8,4.5,5.6,Perplexity,Medium,89,9,8.4,Internship,9.13,Average,JavaScript,62,7
STU04728,23,Female,Delhi,Karnataka,Electrical,3,8.31,6.7,11.7,7.8,4.6,Gemini,High,78,7,7.9,Internship,10.8,Poor,Java,34,3
STU04729,19,Male,Nagpur,Maharashtra,Electrical,3,6.93,8.8,8.2,7.5,4.3,Perplexity,Medium,62,7,5.1,Not Placed,25.34,Excellent,Java,67,5
STU04730,21,Male,Hyderabad,West Bengal,Mechanical,4,8.21,1.2,6.6,7.1,2.7,Claude,High,91,7,6.3,Internship,7.92,Excellent,C++,70,4
STU04731,19,Female,Ahmedabad,Tamil Nadu,Electrical,3,8.47,9.4,2.9,6.1,8.9,Claude,Medium,79,6,6.9,Not Placed,29.63,Average,JavaScript,73,3
STU04732,25,Male,Nagpur,Tamil Nadu,ENTC,4,9.55,6.5,8.4,0.6,4.3,Gemini,Medium,54,2,4.5,Placed,8.53,Good,Java,96,6
STU04733,18,Female,Delhi,Gujarat,AI/ML,2,7.32,6.4,12.0,6.7,4.8,GitHub Copilot,Medium,56,10,8.7,Not Placed,3.32,Poor,Python,61,9
STU04734,19,Female,Ahmedabad,Telangana,Mechanical,2,9.87,9.7,6.7,3.7,7.9,Perplexity,High,63,3,5.6,Internship,6.89,Poor,JavaScript,92,2
STU04735,23,Female,Delhi,Delhi,IT,3,6.0,3.0,7.2,2.4,7.2,ChatGPT,Medium,64,10,4.2,Not Placed,7.01,Good,JavaScript,35,4
STU04736,18,Female,Bangalore,Karnataka,CSE,1,9.86,3.0,9.5,7.5,0.2,Perplexity,High,73,5,5.9,Internship,29.51,Average,JavaScript,68,9
STU04737,18,Male,Delhi,Tamil Nadu,CSE,4,9.45,4.9,8.6,4.0,8.9,Claude,Medium,62,1,6.3,Internship,12.55,Excellent,C++,57,5
STU04738,17,Male,Hyderabad,Maharashtra,CSE,4,7.27,8.7,3.4,7.1,1.4,ChatGPT,Low,64,8,8.9,Internship,12.64,Good,C++,48,1
STU04739,28,Female,Chennai,West Bengal,IT,1,8.94,7.2,3.7,7.5,6.6,ChatGPT,Low,60,1,4.1,Placed,32.33,Excellent,Python,36,9
STU04740,23,Female,Mumbai,Maharashtra,Mechanical,1,9.1,6.6,5.1,4.4,4.5,Gemini,High,55,9,7.5,Placed,21.99,Average,JavaScript,97,4
STU04741,22,Male,Delhi,Telangana,AI/ML,3,7.12,9.2,13.5,5.9,7.7,ChatGPT,High,42,1,5.2,Internship,4.2,Poor,Python,45,5
STU04742,19,Male,Mumbai,Karnataka,Electrical,1,9.71,1.7,8.2,4.8,3.4,Claude,Low,69,5,8.7,Placed,33.56,Average,C++,94,2
STU04743,28,Female,Bangalore,Delhi,Civil,2,6.19,5.6,7.6,4.4,8.0,Perplexity,High,80,3,7.7,Placed,24.94,Poor,Python,53,6
STU04744,23,Female,Bangalore,Telangana,AI/ML,4,5.62,1.8,2.8,0.6,2.7,ChatGPT,Medium,65,8,6.3,Internship,27.72,Poor,C++,88,10
STU04745,20,Female,Delhi,Tamil Nadu,Civil,1,5.95,4.5,13.4,1.4,0.3,Claude,Low,94,7,8.3,Internship,23.16,Average,Java,37,7
